unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
nrzm	n2	units\creeps\RazorManeChief\RazorManeChief	0	RazorMane	0	razormanemedicineman	razormane	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	210	210	0	WoodMediumBash	_	-1	0	Flesh	1.3	1.3	255	150	255	_	Shadow	_	80	80	40	40	1	0	0	1
nrzs	n2	units\creeps\RazorMane\RazorMane	0	RazorMane	0	razormanescout	razormane	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	210	210	0	WoodMediumBash	_	-1	0	Flesh	1.2	1.2	255	255	120	_	Shadow	_	80	80	40	40	1	0	0	1
nrzt	n2	units\creeps\Bristleback\Bristleback	0	Bristleback	0	quillboar	razormane	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	210	210	0	_	_	-1	0	Flesh	1.1	1.1	255	170	200	_	Shadow	_	140	140	50	50	1	0	0	1
nsat	n2	units\creeps\SatyrTrickster\SatyrTrickster	0	Satyr	0	satyrtrickster	satyr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	250	250	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	120	255	_	Shadow	_	120	120	50	50	1	0	0	1
nsbm	n2	units\creeps\SpiderBlue\SpiderBlue	0	Spider	0	broodmother	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	1.5	1.5	255	80	255	_	Shadow	_	160	160	60	60	1	0	0	1
nsbs	n2	units\naga\SnapDragon\SnapDragon	0	SnapDragon	0	snapdragonmorph	naga	1	1	1	0	-	1	-	1	0	0	0	0	0.15	1.75	1.75	1	45	10	-	50	0	250	250	0	_	_	-1	0	Flesh	1	1	255	255	120	_	_	_	140	140	50	50	1	1	0	0
nsc2	n2	units\creeps\SpiderCrabCreep\SpiderCrabCreep	0		0	spidercrab2	crab	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	200	200	0	_	_	-1	0	Wood	1.2	1.2	255	255	150	_	Shadow	_	140	140	50	50	1	0	0	1
nsc3	n2	units\creeps\SpiderCrabCreep\SpiderCrabCreep	0		0	spidercrab3	crab	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.72	1.72	1	60	60	-	50	0	200	200	0	_	_	-1	0	Wood	1.35	1.35	255	175	150	_	Shadow	_	140	140	50	50	1	0	0	1
nscb	n2	units\creeps\SpiderCrabCreep\SpiderCrabCreep	0		0	spidercrab	crab	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	60	60	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	100	125	255	_	Shadow	_	140	140	50	50	1	0	0	1
nsel	n2	Units\Creeps\SeaElemental\SeaElemental	0	WaterElemental	0	seaelemental	elemental	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.6	1.6	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1.1	1.1	100	190	255	_	Shadow	_	200	200	80	80	1	1	0	1
nsgb	n2	Units\Creeps\SeaGiant\SeaGiant	0	SeaGiant	0	seagiantbehemoth	giant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	10	10	-	30	0	200	200	0	_	_	-1	0	Stone	1.2	1.2	255	255	255	_	Shadow	_	190	190	75	75	1	1	0	1
nsgg	n2	units\creeps\GolemStatue\GolemStatue	0		0	siegegolem	golemb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.3	2.3	1	10	10	-	50	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.5	1.5	255	120	180	_	Shadow	_	260	260	120	120	1	0	0	1
nsgh	n2	Units\Creeps\SeaGiantGreen\SeaGiantGreen	0	SeaGiant	0	seagianthunter	giant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.4	2.4	1	10	10	-	30	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	1	0	1
nsgn	n2	Units\Creeps\SeaGiant\SeaGiant	0	SeaGiant	0	seagiant	giant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	30	0	200	200	0	_	_	-1	0	Stone	0.8	0.8	255	255	255	_	Shadow	_	190	190	75	75	1	1	0	1
nsgt	n2	units\creeps\Spider\Spider	0	Spider	0	giantspider	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	1.25	1.25	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nska	n2	units\creeps\SkeletonArcher\SkeletonArcher	0	SkeletonArcher	0	skeletalarcher	zSkeletonArcher	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	1
nske	n2	units\undead\Skeleton\Skeleton	0	Skeleton	0	skeleton		0	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
nsca	n2	units\creeps\SkeletonArcher\SkeletonArcher	0	SkeletonArcher	0	skeletalarchersummoned	zSkeletonArcher	1	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	1
nsce	n2	units\undead\Skeleton\Skeleton	0	Skeleton	0	skeletonsummoned		1	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
nskf	n2	units\creeps\BurningArcher\BurningArcher	0	SkeletonArcher	0	burningarcher	zSkeletonArcher	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	_	_	-1	0	Wood	1.3	1.3	255	100	150	_	Shadow	_	120	120	60	60	1	0	0	1
nskg	n2	units\undead\Skeleton\Skeleton	0	Skeleton	0	giantskeleton		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalHeavySlice	_	-1	0	Wood	1.35	1.35	255	150	255	_	Shadow	_	160	160	70	70	1	0	0	1
nskm	n2	units\creeps\SkeletonArcher\SkeletonArcher	0	SkeletonArcher	0	skeletalmarksman	zSkeletonArcher	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	_	_	-1	0	Wood	1.3	1.3	100	150	255	_	Shadow	_	120	120	60	60	1	0	0	1
nsko	n2	units\creeps\SkeletonOrc\SkeletonOrc	0	Skeleton	0	skeletalorc	skeletalorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1.1	1.1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
nslf	n2	units\creeps\SludgeMonster\SludgeMonster	0	SludgeMonster	0	sludgeflinger	sludgemonster	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	60	60	-	50	0	200	200	0	_	_	-1	0	Flesh	1.3	1.3	255	100	180	_	Shadow	_	140	140	50	50	1	0	0	1
nslh	n2	units\creeps\ThunderLizardSalamander\ThunderLizardSalamander	0	KotoBeastNoRider	0	salamanderhatchling	salamander	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	0.6	0.6	255	255	140	_	Shadow	_	200	200	90	90	1	0	0	1
nsll	n2	units\creeps\ThunderLizardSalamander\ThunderLizardSalamander	0	KotoBeastNoRider	0	salamanderlord	salamander	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	1.25	1.25	255	255	255	_	Shadow	_	310	280	120	120	1	0	0	1
nslm	n2	units\creeps\SludgeMonster\SludgeMonster	0	SludgeMonster	0	sludgeminion	sludgemonster	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	60	60	-	50	0	200	200	0	_	_	-1	0	Flesh	0.75	0.75	255	255	255	_	Shadow	_	100	100	40	40	1	0	0	1
nsln	n2	units\creeps\SludgeMonster\SludgeMonster	0	SludgeMonster	0	sludgemonstrosity	sludgemonster	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	60	60	-	50	0	200	200	0	_	_	-1	0	Flesh	1.8	1.8	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	1
nslr	n2	units\creeps\ThunderLizardSalamander\ThunderLizardSalamander	0	KotoBeastNoRider	0	salamander	salamander	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	0.95	0.95	255	150	170	_	Shadow	_	240	240	120	120	1	0	0	1
nslv	n2	units\creeps\ThunderLizardVizier\ThunderLizardVizier	0	KotoBeastNoRider	0	salamandervizier	salamander	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	1.1	1.1	255	200	255	_	Shadow	_	240	240	120	120	1	0	0	1
nsnp	n2	units\naga\SnapDragon\SnapDragon	0	SnapDragon	0	snapdragon	naga	0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	45	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	120	_	Shadow	_	140	140	50	50	1	1	0	0
nsns	n2	Units\Creeps\MurgulShadowCaster\MurgulShadowCaster	0	murloc	0	wateryminionsnarecaster	wateryminion	1	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1.1	1.1	192	192	255	_	Shadow	_	140	140	50	50	1	1	0	0
nsoc	n2	units\creeps\SkeletonOrc\SkeletonOrc	0	Skeleton	0	skeletalorcchampion	skeletalorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1.5	1.5	175	175	250	_	Shadow	_	120	120	50	50	1	0	0	1
nsog	n2	units\creeps\SkeletonOrc\SkeletonOrc	0	Skeleton	0	skeletalorcgrunt	skeletalorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1.3	1.3	150	255	150	_	Shadow	_	120	120	50	50	1	0	0	1
nspb	n2	units\creeps\SpiderBlack\SpiderBlack	0	Spider	0	spiderblack	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	80	80	40	40	1	0	0	1
nspd	n2	units\creeps\Nerubian\Nerubian	0	Nerubian	0	spiderling	nerubian	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	200	200	0	_	_	-1	0	Flesh	0.6	0.6	120	200	255	_	Shadow	_	120	120	45	45	1	0	0	1
nspg	n2	units\creeps\SpiderGreen\SpiderGreen	0	Spider	0	forestspider	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	0.6	0.6	255	255	255	_	Shadow	_	80	80	40	40	1	0	0	1
nspp	n2	units\creeps\SpiritPig\SpiritPig	0	RazorMane	0	spiritpig		1	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
nspr	n2	units\creeps\Spider\Spider	0	Spider	0	spider	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	0.5	0.5	200	200	255	_	Shadow	_	100	100	40	40	1	0	0	1
nsqa	n2	units\creeps\Sasquatch\Sasquatch	0	Wendigo	0	ancientsasquatch	sasquatch	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.45	1.45	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1.6	1.6	255	170	170	_	Shadow	_	200	200	90	90	1	0	0	1
nsqe	n2	units\creeps\SasquatchShaman\SasquatchShaman	0	Wendigo	0	eldersasquatch	sasquatch	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	170	170	_	Shadow	_	140	140	50	50	1	0	0	1
nsqo	n2	units\creeps\Sasquatch\Sasquatch	0	Wendigo	0	sasquatchoracle	sasquatch	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1.35	1.35	255	150	255	_	Shadow	_	180	180	70	70	1	0	0	1
nsqt	n2	units\creeps\Sasquatch\Sasquatch	0	Wendigo	0	sasquatch	sasquatch	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nsra	n2	units\creeps\OrcWarlock\OrcWarlock	0	ShamanX	0	stormreaverapprentice	stormreaverorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	0.9	0.9	255	175	150		Shadow	_	120	120	50	50	1	0	0	1
nsrh	n2	units\creeps\OrcWarlock\OrcWarlock	0	ShamanX	0	stormreaverhermit	stormreaverorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255		Shadow	_	120	120	50	50	1	0	0	1
nsrn	n2	units\creeps\OrcWarlock\OrcWarlock	0	ShamanX	0	stormreavernecrolyte	stormreaverorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1.25	1.25	100	200	200		Shadow	_	120	120	50	50	1	0	0	1
nsrv	n2	units\creeps\RevenantOfTheWaves\RevenantOfTheWaves	0	Revenant	0	revenantoftheseas	revenant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	WoodMediumBash	_	-1	0	Ethereal	1.05	1.05	100	100	100	_	Shadow	_	140	140	50	50	1	0	0	1
nsrw	n2	units\creeps\OrcWarlock\OrcWarlock	0	ShamanX	0	stormreaverwarlock	stormreaverorc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1.5	1.5	255	255	255		Shadow	_	120	120	50	50	1	0	0	1
nssp	n2	units\creeps\SpiderBlue\SpiderBlue	0	Spider	0	spittingspider	giantspider	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	90	300	0	_	_	-1	0	Flesh	1	1	255	255	100	_	Shadow	_	120	120	45	45	1	0	0	1
nsth	n2	units\creeps\satyrhellcaller\satyrhellcaller	0	Satyr	0	satyrhellcaller	satyr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	500	500	0	MetalMediumSlice	_	-1	0	Flesh	1.05	1.05	255	255	140	_	Shadow	_	160	160	60	60	1	0	0	1
nstl	n2	units\creeps\Satyr\Satyr	0	Satyr	0	satyrsoulstealer	satyr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	250	250	0	MetalMediumSlice	_	-1	0	Flesh	1.8	1.8	255	130	150	_	Shadow	_	140	140	50	50	1	0	0	1
nsts	n2	units\creeps\SatyrTrickster\SatyrTrickster	0	Satyr	0	satyrshadowdancer	satyr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	250	250	0	MetalMediumSlice	_	-1	0	Flesh	1.6	1.6	180	200	255	_	Shadow	_	140	140	50	50	1	0	0	1
nstw	n2	units\creeps\ThunderLizard\ThunderLizard	0	KotoBeastNoRider	0	stormwyrm	lightninglizard	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	1.4	1.4	255	255	255	_	Shadow	_	310	280	120	120	1	0	0	1
nsty	n2	units\creeps\Satyr\Satyr	0	Satyr	0	satyr	satyr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	250	250	0	MetalMediumSlice	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
nthl	n2	units\creeps\ThunderLizard\ThunderLizard	0	KotoBeastNoRider	0	thunderlizard	lightninglizard	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	240	240	120	120	1	0	0	1
ntka	n2	Units\Creeps\tuskarRanged\tuskarRanged	0	Tuskarr	0	tuskarrspearman	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	0.75	0.75	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ntkc	n2	Units\Creeps\tuskarLord\tuskarLord	0	Tuskarr	0	tuskarrchieftain	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1.25	1.25	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ntkf	n2	Units\Creeps\tuskar\tuskar	0	Tuskarr	0	tuskarrfighter	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	0.75	0.75	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ntkh	n2	Units\Creeps\tuskarLord\tuskarLord	0	Tuskarr	0	tuskarrhealer	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	0.75	0.75	255	190	95	_	Shadow	_	140	140	50	50	1	0	0	0
ntks	n2	Units\Creeps\tuskarRanged\tuskarRanged	0	Tuskarr	0	tuskarrsorceror	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.66	1.66	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	225	255	_	Shadow	_	140	140	50	50	1	0	0	0
ntkt	n2	Units\Creeps\tuskarRanged\tuskarRanged	0	Tuskarr	0	tuskarrtrapper	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.66	1.66	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	190	95	_	Shadow	_	140	140	50	50	1	0	0	0
ntkw	n2	Units\Creeps\tuskarLord\tuskarLord	0	Tuskarr	0	tuskarrwarrior	tuskarr	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.66	1.66	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	190	95	_	Shadow	_	140	140	50	50	1	0	0	0
ntor	n2	Abilities\Spells\Other\Tornado\TornadoElemental	0		0	tornado		1	0	0	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	60	60	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	_	_					1	0	0	1
ntrd	n2	Units\Creeps\DragonSeaTurtle\DragonSeaTurtle	0	GiantSeaTurtle	0	dragonturtle	turtle	0	0	1	0	1	1	-	0	0	0	0	0	0.15	4	4	1	45	25	4	150	0	100	100	0	_	_	-1	0	Wood	1.2	1.2	255	255	255	_	Shadow	_	310	280	120	120	1	1	0	1
ntrg	n2	Units\Creeps\GiantSeaTurtle\GiantSeaTurtle	0	GiantSeaTurtle	0	gargantuanseaturtle	turtle	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	45	25	4	120	0	100	100	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	210	210	75	75	1	1	0	1
ntrh	n2	Units\Creeps\SeaTurtleRange\SeaTurtleRange	0	GiantSeaTurtle	0	seaturtlehatchling	turtle	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	25	4	50	0	100	100	0	_	_	-1	0	Wood	0.4	0.4	192	192	255	_	Shadow	_	120	120	45	45	1	1	0	1
ntrs	n2	Units\Creeps\SeaTurtle\SeaTurtle	0	GiantSeaTurtle	0	seaturtle	turtle	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	45	25	4	60	0	100	100	0	_	_	-1	0	Wood	0.5	0.5	180	255	192	_	Shadow	_	140	140	50	50	1	1	0	1
ntrt	n2	Units\Creeps\GiantSeaTurtleRange\GiantSeaTurtleRange	0	GiantSeaTurtle	0	giantseaturtle	turtle	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	25	4	100	0	100	100	0	_	_	-1	0	Wood	0.8	0.8	192	255	255	_	Shadow	_	170	170	60	60	1	1	0	1
ntrv	n2	units\creeps\RevenantOfTheWaves\RevenantOfTheWaves	0	Revenant	0	revenantofthetides	revenant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	WoodMediumBash	_	-1	0	Ethereal	0.9	0.9	255	200	150	_	Shadow	_	140	140	50	50	1	0	0	1
ntws	n2	Units\Creeps\MurgulTideWarrior\MurgulTideWarrior	0	murloc	0	wateryminiontidewarrior	wateryminion	1	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	40	40	1	1	0	0
nubk	n2	Units\Creeps\Unbroken\Unbroken	0	Unbroken	0	unbrokendarkhunter	unbroken	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	480	480	0	WoodHeavyBash	_	-1	0	Flesh	0.55	0.55	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nubr	n2	Units\Creeps\Unbroken\Unbroken	0	Unbroken	0	unbrokenrager	unbroken	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	480	480	0	WoodHeavyBash	_	-1	0	Flesh	0.65	0.65	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nubw	n2	Units\Creeps\Unbroken\Unbroken	0	Unbroken	0	unbrokendarkweaver	unbroken	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	50	0	480	480	0	WoodHeavyBash	_	-1	0	Flesh	0.7	0.7	255	100	100	_	Shadow	_	140	140	50	50	1	0	0	0
nvde	n2	units\creeps\VoidWalker\VoidWalker	0	ObsidianDestroyer	0	eldervoidwalker	voidwalker	0	0	1	0	1	1	-	0	0	0	0	0	0.3	1.5	1.5	1	10	10	-	20	0	200	200	0	_	_	-1	0	Ethereal	1.5	1.5	255	50	50	_	Shadow	_	200	200	100	100	1	0	0	0
nvdg	n2	units\creeps\VoidWalker\VoidWalker	0	ObsidianDestroyer	0	greatervoidwalker	voidwalker	0	0	1	0	1	1	-	0	0	0	0	0	0.3	1.3	1.3	1	10	10	-	20	0	200	200	0	_	_	-1	0	Ethereal	1.3	1.3	80	80	80	_	Shadow	_	160	160	80	80	1	0	0	0
nvdl	n2	units\creeps\VoidWalker\VoidWalker	0	ObsidianDestroyer	0	lesservoidwalker	voidwalker	0	0	1	0	1	1	-	0	0	0	0	0	0.3	1	1	1	10	10	-	20	0	200	200	0	_	_	-1	0	Ethereal	0.75	0.75	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
nvdw	n2	units\creeps\VoidWalker\VoidWalker	0	ObsidianDestroyer	0	voidwalker	voidwalker	0	0	1	0	1	1	-	0	0	0	0	0	0.3	1.2	1.2	1	10	10	-	20	0	200	200	0	_	_	-1	0	Ethereal	1.15	1.15	50	50	255	_	Shadow	_	130	130	60	60	1	0	0	0
nwen	n2	units\creeps\Wendigo\Wendigo	0	Wendigo	0	wendigo1	wendigo	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	50	0	200	200	0	WoodHeavyBash	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nwgs	n2	units\naga\WindSerpent\WindSerpent	0	WingedSerpent	0	nagacoutl	naga	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	33	25	2	50	0	200	200	230	_	_	-1	0	Flesh	0.7	0.7	150	150	255	_	ShadowFlyer	_	140	140	70	70	1	0	0	0
nwiz	n2	units\creeps\HumanMage\HumanMage	0	HumanMage	0	apprenticewizard	mage	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	185	185	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	80	80	40	40	1	0	0	1
nwld	n2	units\creeps\DireWolf\DireWolf	0	SpiritWolf	0	direwolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.3	1.3	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
nwlg	n2	units\creeps\TimberWolf\TimberWolf	0	SpiritWolf	0	giantwolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.1	1.1	150	120	255	_	Shadow	_	140	140	60	60	1	0	0	1
nwlt	n2	units\creeps\TimberWolf\TimberWolf	0	SpiritWolf	0	timberwolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	0.75	0.75	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
nwna	n2	units\creeps\Wendigo\Wendigo	0	Wendigo	0	ancientwendigo	wendigo	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1.65	1.65	255	255	255	_	Shadow	_	180	180	70	70	1	0	0	1
nwnr	n2	units\creeps\Wendigo\Wendigo	0	Wendigo	0	elderwendigo	wendigo	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	220	220	0	WoodHeavyBash	_	-1	0	Flesh	1.3	1.3	255	200	255	_	Shadow	_	140	140	50	50	1	0	0	1
