unitWeaponID	sortWeap	sort2	comment(s)	weapsOn	acquire	minRange	castpt	castbsw	launchX	launchY	launchZ	launchSwimZ	impactZ	impactSwimZ	weapType1	targs1	showUI1	rangeN1	RngTst	RngBuff1	atkType1	weapTp1	cool1	mincool1	dice1	sides1	dmgplus1	dmgUp1	mindmg1	avgdmg1	maxdmg1	dmgpt1	backSw1	Farea1	Harea1	Qarea1	Hfact1	Qfact1	splashTargs1	targCount1	damageLoss1	spillDist1	spillRadius1	DmgUpg	dmod1	DPS	weapType2	targs2	showUI2	rangeN2	RngTst2	RngBuff2	atkType2	weapTp2	cool2	mincool2	dice2	sides2	dmgplus2	dmgUp2	mindmg2	avgdmg2	maxdmg2	dmgpt2	backSw2	Farea2	Harea2	Qarea2	Hfact2	Qfact2	splashTargs2	targCount2	damageLoss2	spillDist2	spillRadius2	InBeta
nrzb	n2	zz	razormane brute	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	13	-	14	14.5	15	0.6	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nrzg	n2	zz	razormane chieftain	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	6	38	-	39	41.5	44	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	26	30.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nrzm	n2	zz	razormane medicine man	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nrzs	n2	zz	razormane scout	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nrzt	n2	zz	quillboar	1	600	-	0.5	0.51	10	-48	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	3	12	-	13	14	15	0.6	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	8.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsat	n2	zz	Satyr Trickster	1	600	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	4	6	-	7	8.5	10	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	18	4.72222222222222	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsbm	n2	zz	brood mother	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	5	28	-	29	31	33	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	22	22.962962962963	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsbs	n2	zzn	naga snap dragon submerged	0	500	-	0.5	0.51	10	-48	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nsc2	n2	zz	spider crab 2	1	500	-	0.55	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	13	-	14	14.5	15	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsc3	n2	zz	spider crab 3	1	500	-	0.55	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nscb	n2	zz	spider crab shorecrawler	1	500	-	0.55	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsel	n2	zz	Sea Elemental	1	600	-	0.3	0.51	0	0	60	0	120	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	10	27	-	28	32.5	37	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	low	40	18.0555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsgb	n2	zz	Sea Giant Behemoth	1	500	-	0.4	0.75	0	0	200	40	200	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	7	42	-	43	46	49	0.6	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	34.0740740740741	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsgg	n2	zz	siege golem	1	500	-	0.47	0.56	0	0	60	0	100	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	5	28	-	29	31	33	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	22	22.962962962963	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsgh	n2	zz	Sea Giant Hunter	1	500	-	0.4	0.75	0	0	160	30	160	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.5	-	1	4	19	-	20	21.5	23	0.6	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	-	18	14.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsgn	n2	zz	Sea Giant	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.5	-	1	2	11	-	12	12.5	13	0.6	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	8.33333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsgt	n2	zz	giant spider	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	17	-	18	19.5	21	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	18	14.4444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nska	n2	zz	skeletal archer	1	600	-	0.5	0.51	-11	74	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	3	12	-	13	14	15	0.7	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nske	n2	zz	SkeletonWarrior	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	2	13	-	14	14.5	15	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	7.25	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsca	n2	zz	skeletal archer(summoned)	1	600	-	0.5	0.51	-11	74	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	3	12	-	13	14	15	0.7	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsce	n2	zz	SkeletonWarrior(summoned)	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	2	13	-	14	14.5	15	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	7.25	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nskf	n2	zz	burning archer	1	600	-	0.5	0.51	-11	74	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	9	20	-	21	25	29	0.7	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	37	15.625	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nskg	n2	zz	giant skeleton warrior	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	7	11	-	12	15	18	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	low	29	7.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nskm	n2	zz	skeletal marksman	1	600	-	0.5	0.51	-11	74	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	9	20	-	21	25	29	0.7	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	37	15.625	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsko	n2	zz	skeletal orc	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	13	-	14	14.5	15	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nslf	n2	zz	sludge flinger	1	600	-	0.5	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	5	22	-	23	25	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nslh	n2	zz	salamander hatchling	1	500	-	0.5	0.5	0	60	10	0	60	0	_	ground,structure,debris,air,item,ward	1	400	-	250	pierce	msplash	1.8	-	1	8	20	-	21	24.5	28	0.5	0.64	50	150	250	0.5	0.25	ground,structure,debris,air,enemy,neutral	1	0	0	0	low	33	13.6111111111111	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsll	n2	zz	salamander lord	1	500	-	0.5	0.5	0	140	20	0	120	0	_	ground,structure,debris,air,item,ward	1	500	-	250	chaos	msplash	1.4	-	3	8	43	-	46	56.5	67	0.5	0.64	50	150	250	0.5	0.25	ground,structure,debris,air,enemy,neutral	1	0	0	0	high	24	40.3571428571429	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nslm	n2	zz	sludge minion	1	500	-	0.5	0.5	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsln	n2	zz	sludge monstrosity	1	500	-	0.5	0.5	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nslr	n2	zz	salamander	1	500	-	0.5	0.5	0	100	20	0	100	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	msplash	1.8	-	1	10	29	-	30	34.5	39	0.5	0.64	50	150	250	0.5	0.25	ground,structure,debris,air,enemy,neutral	1	0	0	0	low	40	19.1666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nslv	n2	zz	salamander vizier	1	500	-	0.5	0.5	0	80	20	0	100	0	_	ground,structure,debris,air,item,ward	1	500	-	250	chaos	msplash	1.8	-	1	9	30	-	31	35	39	0.5	0.64	50	150	250	0.5	0.25	ground,structure,debris,air,enemy,neutral	1	0	0	0	low	37	19.4444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsnp	n2	zzn	naga snap dragon	1	700	-	0.5	0.51	0	0	30	10	60	0	_	ground,air,structure,debris,item,ward	1	550	-	250	pierce	missile	2	-	1	5	24	-	25	27	29	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	22	13.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nsns	n2	zz	watery minion snarecaster	1	500	-	0.55	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	10	27	-	28	32.5	37	0.6	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	low	40	18.0555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nsoc	n2	zz	skeletal orc champion	1	500	-	0.4	0.6	20	50	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	7	48	-	49	52	55	0.4	0.6	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	38.5185185185185	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsog	n2	zz	skeletal orc grunt	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nspb	n2	zz	black spider	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nspd	n2	zz	spiderling	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nspg	n2	zz	green spider	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nspp	n2	zz	spirit pig	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	90	-	250	normal	normal	1	-	1	2	10	-	11	11.5	12	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	11.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nspr	n2	zz	spider	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodLightBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsqa	n2	zz	ancient sasquatch	1	500	-	0.5	0.5	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	chaos	normal	1.35	-	1	8	60	-	61	64.5	68	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	33	47.7777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsqe	n2	zz	elder sasquatch	1	500	-	0.75	0.5	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	1	5	28	-	29	31	33	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	22	22.962962962963	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsqo	n2	zz	sasquatch oracle	1	500	-	0.75	0.5	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	chaos	normal	1.35	-	1	6	38	-	39	41.5	44	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	26	30.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsqt	n2	zz	sasquatch	1	500	-	0.75	0.51	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsra	n2	zz	stormreaver apprentice	1	500	-	0.5	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	4	16	-	17	18.5	20	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	18	10.2777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsrh	n2	zz	stormreaver hermit	1	500	-	0.5	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	5	20	-	21	23	25	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	22	12.7777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsrn	n2	zz	stormreaver necrolyte	1	600	-	0.5	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	8	35	-	36	39.5	43	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	-	33	21.9444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsrv	n2	zz	revenant of the seas	1	500	-	0.5	0.5	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.6	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsrw	n2	zz	stormreaver warlock	1	600	-	0.5	0.5	0	0	60	0	60	0	_	ground,structure,debris,item,ward,air	1	600	-	250	chaos	missile	1.8	-	2	8	73	-	75	82	89	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	45.5555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nssp	n2	zz	spitting spider	1	600	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	8	24	-	25	28.5	32	0.4	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	33	15.8333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsth	n2	zz	satyr hellcaller	1	500	-	0.5	1.2	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	7	48	-	49	52	55	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	38.5185185185185	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nstl	n2	zz	satyr soulstealer	1	500	-	0.5	1.2	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsts	n2	zz	satyr shadowdancer	1	600	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	5	22	-	23	25	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nstw	n2	zz	storm wyrm	1	500	-	0.5	0.5	0	150	20	0	140	0	_	ground,structure,debris,air,item,ward	1	500	-	250	chaos	msplash	1.8	-	1	10	45	-	46	50.5	55	0.5	0.56	75	150	225	0.5	0.25	ground,air,enemy,neutral	1	0	0	0	high	40	28.0555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nsty	n2	zz	satyr	1	500	-	0.5	1.2	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nthl	n2	zz	thunder lizard	1	500	-	0.5	0.5	0	120	20	0	120	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	msplash	1.8	-	1	8	26	-	27	30.5	34	0.5	0.56	75	150	225	0.5	0.25	ground,air,enemy,neutral	1	0	0	0	low	33	16.9444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ntka	n2	zz	tuskarr spearman	1	800	-	0.3	0.51	11	62	71	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.8	-	1	5	22	-	23	25	27	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ntkc	n2	zz	tuskarr chieftain	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	6	43	-	44	46.5	49	0.36	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	high	26	34.4444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ntkf	n2	zz	tuskarr fighter	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	13	-	14	14.5	15	0.36	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ntkh	n2	zz	tuskarr healer	1	600	-	0.5	0.67	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	125	-	250	normal	normal	1.8	-	1	5	22	-	23	25	27	0.36	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ntks	n2	zz	tuskarr sorceror	1	600	-	0.5	0.67	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	7	33	-	34	37	40	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	20.5555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ntkt	n2	zz	tuskarr trapper	1	800	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	7	27	-	28	31	34	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	29	19.375	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
